2.329593907550863463e+01 2.329595028063484818e+01 2.329596932547196531e+01
2.329575639241973306e+01 2.329580114789260747e+01 2.329587733575884201e+01
2.329545213202134946e+01 2.329555265546618870e+01 2.329572410202802146e+01
2.329502647663702675e+01 2.329520486303241356e+01 2.329550970229635709e+01
2.329447960962969688e+01 2.329475783627848884e+01 2.329523422142896649e+01
2.329381171542558349e+01 2.329421164694064572e+01 2.329489775114307193e+01
2.329302297955837631e+01 2.329356637285520293e+01 2.329450039001694606e+01
2.329211358873317295e+01 2.329282209802162384e+01 2.329404224350401975e+01
2.329108373091058226e+01 2.329197891267777010e+01 2.329352342395186426e+01
2.328993359541032859e+01 2.329103691338729121e+01 2.329294405062641715e+01
2.328866337303495015e+01 2.328999620313894425e+01 2.329230424974104352e+01
2.328727325621290589e+01 2.328885689145801408e+01 2.329160415449046795e+01
2.328576343916157043e+01 2.328761909452958534e+01 2.329084390508982239e+01
2.328413411806954514e+01 2.328628293533362381e+01 2.329002364881836229e+01
2.328238549129876134e+01 2.328484854379196634e+01 2.328914354006793275e+01
2.328051775960591385e+01 2.328331605692693884e+01 2.328820374039636221e+01
2.327853112638327815e+01 2.328168561903164502e+01 2.328720441858536105e+01
2.327642579791914557e+01 2.327995738185180485e+01 2.328614575070308490e+01
2.327420198367732596e+01 2.327813150477912885e+01 2.328502792017128797e+01
2.327185989659618315e+01 2.327620815505598628e+01 2.328385111783678951e+01
2.326939975340684086e+01 2.327418750799145286e+01 2.328261554204755868e+01
2.326682177497058035e+01 2.327206974718851384e+01 2.328132139873292772e+01
2.326412618663554355e+01 2.326985506478229127e+01 2.327996890148810394e+01
2.326131321861247159e+01 2.326754366168940180e+01 2.327855827166288449e+01
2.325838310636954631e+01 2.326513574786798344e+01 2.327708973845423657e+01
2.325533609104639510e+01 2.326263154258851173e+01 2.327556353900304842e+01
2.325217241988687888e+01 2.326003127471523158e+01 2.327397991849449710e+01
2.324889234669103288e+01 2.325733518299799130e+01 2.327233913026243783e+01
2.324549613228566969e+01 2.325454351637432282e+01 2.327064143589714007e+01
2.324198758961473033e+01 2.325165652421765827e+01 2.326888710406894845e+01
2.323836700028381230e+01 2.324867447644887264e+01 2.326707641317840825e+01
2.323463111515214052e+01 2.324559766418549955e+01 2.326520965151379627e+01
2.323078022742769733e+01 2.324242638034203523e+01 2.326328711484443801e+01
2.322681463996385176e+01 2.323916092968032032e+01 2.326130910778636007e+01
2.322273466584079316e+01 2.323580162916965719e+01 2.325927594392916831e+01
2.321854062896491300e+01 2.323234880835562066e+01 2.325718794596588879e+01
2.321423286468631986e+01 2.322880280973786071e+01 2.325504544582516431e+01
2.320981172011976312e+01 2.322516671464596882e+01 2.325284878478215589e+01
2.320527754597516790e+01 2.322144363274249912e+01 2.325059827014258573e+01
2.320063332622118324e+01 2.321763374062685514e+01 2.324829686754874913e+01
2.319587945699822029e+01 2.321373469670392709e+01 2.324594498718462887e+01
2.319102120756748064e+01 2.320974436766223192e+01 2.324354034833549321e+01
2.318605898900752393e+01 2.320566317933050016e+01 2.324108333899824430e+01
2.318098815722131789e+01 2.320149159206443201e+01 2.323857439541258429e+01
2.317580915542563602e+01 2.319723006416424127e+01 2.323601392727908532e+01
2.317052006682948573e+01 2.319287908480667681e+01 2.323340237467787972e+01
2.316512133931642836e+01 2.318844139622255796e+01 2.323074016608895320e+01
2.315961340159872961e+01 2.318391748898782367e+01 2.322803211842429505e+01
2.315400093440908336e+01 2.317930980739736668e+01 2.322528084141411497e+01
2.314828454299295402e+01 2.317461890482932674e+01 2.322248242381439098e+01
2.314246067077153768e+01 2.316984118397374459e+01 2.321963518133859594e+01
2.313652990521698527e+01 2.316497722819669391e+01 2.321673959930705422e+01
2.313049285727275262e+01 2.316002764075189901e+01 2.321379617458349998e+01
2.312435207798233705e+01 2.315499495554813691e+01 2.321080536722993415e+01
2.311810822329967507e+01 2.314987981148821561e+01 2.320776769715961407e+01
2.311176006489829859e+01 2.314468096449020962e+01 2.320468374446878812e+01
2.310531013895857910e+01 2.313940266455711381e+01 2.320155404653874243e+01
2.309875918178245868e+01 2.313404561076648847e+01 2.319837916008033929e+01
2.309210614076465973e+01 2.312860697248209263e+01 2.319515966133814544e+01
2.308535181525426694e+01 2.312308750404063673e+01 2.319189613205983136e+01
2.307849876935272704e+01 2.311748789638400225e+01 2.318858913210689465e+01
2.307154784239411072e+01 2.311180888398693867e+01 2.318524259480402350e+01
2.306449810647083964e+01 2.310605303745687422e+01 2.318185716035835142e+01
2.305735046887804884e+01 2.310022119877101687e+01 2.317843176851903664e+01
2.305010757719347936e+01 2.309431250319380879e+01 2.317496860175749163e+01
2.304277045801963908e+01 2.308832792078008822e+01 2.317146667876113497e+01
2.303534008432628610e+01 2.308226996321432267e+01 2.316792511272344868e+01
2.302781752414611560e+01 2.307613957955202366e+01 2.316434458842724098e+01
2.302020234679174138e+01 2.306993625011336846e+01 2.316072582357902121e+01
2.301249555931058310e+01 2.306366098208551918e+01 2.315707393329648411e+01
2.300469834794123258e+01 2.305731481424427187e+01 2.315338962761142483e+01
2.299681207943839212e+01 2.305089881718508593e+01 2.314966924220283673e+01
2.298883796987006178e+01 2.304441545688114701e+01 2.314591487749072840e+01
2.298077733120829080e+01 2.303786585258499642e+01 2.314212728875777358e+01
2.297263152770321781e+01 2.303125113487698883e+01 2.313830590602338688e+01
2.296440193527677920e+01 2.302457380052477376e+01 2.313445152341568800e+01
2.295609004372842321e+01 2.301783370820517050e+01 2.313056494938441432e+01
2.294769736838578922e+01 2.301103077969392530e+01 2.312664700668516105e+01
2.293922544698613208e+01 2.300416629003381530e+01 2.312269853207735437e+01
2.293067586456694329e+01 2.299724154529597797e+01 2.311872037651280820e+01
2.292205025354728321e+01 2.299025908131552853e+01 2.311471335266710625e+01
2.291335029561700054e+01 2.298322025168752702e+01 2.311067833934064097e+01
2.290457772235393108e+01 2.297612525363475910e+01 2.310661628188420025e+01
2.289573559358802868e+01 2.296897544299331173e+01 2.310252804196739973e+01
2.288682573895762218e+01 2.296177228275868742e+01 2.309841454102455671e+01
2.287784876219407337e+01 2.295451734327210147e+01 2.309427676041539357e+01
2.286880658039939007e+01 2.294721326490001445e+01 2.309011564333775013e+01
2.285970107466622991e+01 2.293986403746818681e+01 2.308593207088232546e+01
2.285053429918814771e+01 2.293247013823410541e+01 2.308172702728156267e+01
2.284130841498179976e+01 2.292503071740965837e+01 2.307750269205272886e+01
2.283202556471221456e+01 2.291754743107737369e+01 2.307326006111263084e+01
2.282268797628279700e+01 2.291002200325261740e+01 2.306899904445979743e+01
2.281329789816672005e+01 2.290245615441109450e+01 2.306472067372960311e+01
2.280385763185174497e+01 2.289485163689095160e+01 2.306042599377586200e+01
2.279436953182329617e+01 2.288721023470783678e+01 2.305611606250383971e+01
2.278483600547637167e+01 2.287953376333119948e+01 2.305179195068887665e+01
2.277525951295353579e+01 2.287182406942125112e+01 2.304745474178013254e+01
2.276564256690607024e+01 2.286408303052511926e+01 2.304310553168960496e+01
2.275598874756376588e+01 2.285631248509876912e+01 2.303874542318851226e+01
2.274630066481669388e+01 2.284851437089282911e+01 2.303437553645851210e+01
2.273657993814163802e+01 2.284069167862028138e+01 2.302999794288754742e+01
2.272682928594569773e+01 2.283284633831955190e+01 2.302561474079370285e+01
2.271705150798068829e+01 2.282497941931880803e+01 2.302122614120759891e+01
2.270724942225424314e+01 2.281709303415829027e+01 2.301683234507636300e+01
2.269742589517102260e+01 2.280918926430681637e+01 2.301243452794054178e+01
2.268758384068406997e+01 2.280127021813011368e+01 2.300803387555824386e+01
2.267772621926068055e+01 2.279333803018590388e+01 2.300363158355240500e+01
2.266785603294350082e+01 2.278539485205975623e+01 2.299922974460895375e+01
2.265797633188210369e+01 2.277744286879332591e+01 2.299482956662301092e+01
2.264809021275221568e+01 2.276948429733766233e+01 2.299043138332545766e+01
2.263820080978046434e+01 2.276152136903210987e+01 2.298603642580679818e+01
2.262831129704123612e+01 2.275355633716396042e+01 2.298164593301816794e+01
2.261842488681751817e+01 2.274559147597465270e+01 2.297726115132207525e+01
2.260854482785871866e+01 2.273762907961786084e+01 2.297288333402768501e+01
2.259867440353522028e+01 2.272967146106940817e+01 2.296851374091039943e+01
2.258881692988994772e+01 2.272172095098953903e+01 2.296415363771600582e+01
2.257897575358747488e+01 2.271377989653779750e+01 2.295980429564986736e+01
2.256915424976121187e+01 2.270585066014127307e+01 2.295546699085099718e+01
2.255935580847828703e+01 2.269793561687879091e+01 2.295114376909430476e+01
2.254958385497822704e+01 2.269003715575439983e+01 2.294683590637820814e+01
2.253984184711347893e+01 2.268215767845256181e+01 2.294254392258429931e+01
2.253013318666542730e+01 2.267430105394962681e+01 2.293826902211390362e+01
2.252046135588784992e+01 2.266646967604208385e+01 2.293401249687666166e+01
2.251082991360739172e+01 2.265866450359710527e+01 2.292977572577009937e+01
2.250124236603318906e+01 2.265088795696273039e+01 2.292556091112816574e+01
2.249170222691866172e+01 2.264314247012855930e+01 2.292136935656801811e+01
2.248221301452890941e+01 2.263543048957802029e+01 2.291720145266320330e+01
2.247277824909850352e+01 2.262775445245452488e+01 2.291305849314533560e+01
2.246340144945428818e+01 2.262011679481240733e+01 2.290894177001851162e+01
2.245408611216554817e+01 2.261251994398302756e+01 2.290485337909672126e+01
2.244483574301004936e+01 2.260496632897946157e+01 2.290079460829272051e+01
2.243565385442818538e+01 2.259745837823235703e+01 2.289676593517448921e+01
2.242654377587889769e+01 2.258999891993943265e+01 2.289276929533530236e+01
2.241750966388122634e+01 2.258259031210783618e+01 2.288880590657973713e+01
2.240855510239120463e+01 2.257523452281014187e+01 2.288487637611322612e+01
2.239968353862299466e+01 2.256793394579093004e+01 2.288098198737601408e+01
2.239089892701883144e+01 2.256069094496212202e+01 2.287712398820701765e+01
2.238220388030853769e+01 2.255350786666117102e+01 2.287330364926370052e+01
2.237360114509112563e+01 2.254638703685720458e+01 2.286952221186192347e+01
2.236509400169257589e+01 2.253933076111824363e+01 2.286578090304571020e+01
2.235668568768633691e+01 2.253234132204686446e+01 2.286208093963621124e+01
2.234837939432695819e+01 2.252542097738610494e+01 2.285842352750327322e+01
2.234017826299875864e+01 2.251857195812821288e+01 2.285480986083814514e+01
2.233208538168686985e+01 2.251179646662937373e+01 2.285124112142788633e+01
2.232410378147879371e+01 2.250509667473345488e+01 2.284771847793241761e+01
2.231623643310421912e+01 2.249847472190822018e+01 2.284424308516545565e+01
2.230848624352076115e+01 2.249193271339688849e+01 2.284081608337979574e+01
2.230085605255392522e+01 2.248547271838868866e+01 2.283743859755841044e+01
2.229334862959862207e+01 2.247909676821125302e+01 2.283411173671174410e+01
2.228596667039041535e+01 2.247280685454829197e+01 2.283083659318258185e+01
2.227871279385392711e+01 2.246660492768569028e+01 2.282761424195917499e+01
2.227158953903608563e+01 2.246049289478927236e+01 2.282444573999769233e+01
2.226459936213156610e+01 2.245447261821732710e+01 2.282133212555473278e+01
2.225774463360772160e+01 2.244854591387097642e+01 2.281827441753105390e+01
2.225102763543585382e+01 2.244271454958562373e+01 2.281527361482723393e+01
2.224445207357091547e+01 2.243698102476137635e+01 2.281233240320644740e+01
2.223802002779051534e+01 2.243134698943737959e+01 2.280945172598950066e+01
2.223173197373662902e+01 2.242581326875023962e+01 2.280663080137487597e+01
2.222558981416828061e+01 2.242038142321112204e+01 2.280387054224518550e+01
2.221959535133175123e+01 2.241505295794234698e+01 2.280117183846989448e+01
2.221375028496307991e+01 2.240982932137452721e+01 2.279853555635055073e+01
2.220805621043833966e+01 2.240471190400396395e+01 2.279596253808382400e+01
2.220251461707576013e+01 2.239970203721226483e+01 2.279345360124285236e+01
2.219712688659402033e+01 2.239480099215085929e+01 2.279100953827787635e+01
2.219189429173016848e+01 2.239000997869197107e+01 2.278863111603653735e+01
2.218681799502025243e+01 2.238533014444831437e+01 2.278631907530473555e+01
2.218189953030195483e+01 2.238076255465226083e+01 2.278407406921962775e+01
2.217713982862926869e+01 2.237630822970810485e+01 2.278189678456443445e+01
2.217253923119119108e+01 2.237196814440528669e+01 2.277978794209455771e+01
2.216809845089058228e+01 2.236774318895309221e+01 2.277774817420741726e+01
2.216381808685896360e+01 2.236363418748502596e+01 2.277577808526910985e+01
2.215969862425326298e+01 2.235964189752154851e+01 2.277387825128892729e+01
2.215574043422386197e+01 2.235576700951057560e+01 2.277204921961768846e+01
2.215194377405341442e+01 2.235201014644591666e+01 2.277029150867032570e+01
2.214830878746506571e+01 2.234837186356464755e+01 2.276860560767264374e+01
2.214483550509869403e+01 2.234485264812316885e+01 2.276699197643301886e+01
2.214152384515275074e+01 2.234145291925245758e+01 2.276545104513875017e+01
2.213837374698369231e+01 2.233817309152535557e+01 2.276398332082705167e+01
2.213538490688630134e+01 2.233501348314222668e+01 2.276258917441148455e+01
2.213255677895548956e+01 2.233197425676959469e+01 2.276126884007845064e+01
2.212988884121058675e+01 2.232905555892096316e+01 2.276002262794061437e+01
2.212738046481986842e+01 2.232625746839818603e+01 2.275885081784847230e+01
2.212503091566869529e+01 2.232357999661370940e+01 2.275775365933798255e+01
2.212283935606699004e+01 2.232102308798806689e+01 2.275673137160344339e+01
2.212080484659079360e+01 2.231858662042116848e+01 2.275578414349542911e+01
2.211892634805249713e+01 2.231627040583597932e+01 2.275491213354346343e+01
2.211720272359406181e+01 2.231407419079321386e+01 2.275411547000348378e+01
2.211563274089690623e+01 2.231199765717530425e+01 2.275339425092969137e+01
2.211421507450259583e+01 2.231004042293807998e+01 2.275274854427068760e+01
2.211294830823779733e+01 2.230820204292792042e+01 2.275217838798927872e+01
2.211183093773680142e+01 2.230648200976284556e+01 2.275168379020616882e+01
2.211086284718758321e+01 2.230487969407100834e+01 2.275126457673043490e+01
2.211004239589491860e+01 2.230339446589394115e+01 2.275092069474266054e+01
2.210936636823359080e+01 2.230202569705991777e+01 2.275065221518051573e+01
2.210883293320674525e+01 2.230077264123454128e+01 2.275045902862388303e+01
2.210844018541454403e+01 2.229963449514086804e+01 2.275034099686805433e+01
2.210818614802049353e+01 2.229861039977542347e+01 2.275029795320032378e+01
2.210806877576742124e+01 2.229769944167160389e+01 2.275032970269704435e+01
2.210808595803572629e+01 2.229690065420765777e+01 2.275043602254056552e+01
2.210823552193761188e+01 2.229621301895670626e+01 2.275061666235581725e+01
2.210851523544016928e+01 2.229563546707613142e+01 2.275087134456561699e+01
2.210892281051086172e+01 2.229516688073356789e+01 2.275119976476434402e+01
2.210945590627877166e+01 2.229480609456675921e+01 2.275160159210938460e+01
2.211011213220532312e+01 2.229455189717470276e+01 2.275207646972961228e+01
